source;bucket;variant_role;spell_path;name;file;cost;point_cost;spell_tier;primary_resource_cost;charge_time;cooldown_time;desc
geomancy;fixed_spells;;/datum/action/cooldown/spell/tumult;"""Tumult""";code\modules\spells\spell_types\wizard\geomancy\tumult.dm;;;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MINOR;10 SECONDS;"""Erupts stone from the ground, or become one yourself and bowls through your foes! switch mode with Shift-G.\n\"
geomancy;variants;;/datum/action/cooldown/spell/grenzel_meteor;"""Meteor Strike""";code\modules\spells\spell_types\wizard\geomancy\meteor_strike.dm;;;;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;60 SECONDS;"""Call down a single massive meteor on a location after a short delay. It obliterates structures across a 5x5 area and caves in the skull of anyone caught beneath it."""
geomancy;variants;;/datum/action/cooldown/spell/meteor_strike;"""Meteor Storm""";code\modules\spells\spell_types\wizard\geomancy\meteor_storm.dm;;;;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;75 SECONDS;"""Call down a devastating barrage of nine boulders onto a wide area. \"
global_utility;utility_spells;;/datum/action/cooldown/spell/aetherknife;"""Aetherknife""";code\modules\spells\spell_types\wizard\misc\aetherknife.dm;;2;2;SPELLCOST_MINOR_PROJECTILE;;5 SECONDS;"""Congeal magickal energies into a blade which gains a bonus to power based on INT.\n\"
global_utility;utility_spells;;/datum/action/cooldown/spell/chill_food;"""Chill Food""";code\modules\spells\spell_types\wizard\cryomancy\chill_food.dm;;1;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;30 SECONDS;"""Chill a piece of food with a touch of frost without affecting its quality, extending its freshness by a half of a dae (15 MINUTES OOC). \"
global_utility;utility_spells;;/datum/action/cooldown/spell/conjure_instrument;"""Conjure Instrument""";code\modules\spells\spell_types\wizard\conjure\conjure_instrument.dm;;1;1;SPELLCOST_CANTRIP;1 SECONDS;1 MINUTES;"""Conjure a Instrument of your choice in your hand.\n\"
global_utility;utility_spells;;/datum/action/cooldown/spell/conjure_spectacles;"""Conjure Spectacles""";code\modules\spells\spell_types\wizard\conjure\conjure_spectacles.dm;;0;1;SPELLCOST_CANTRIP;1 SECONDS;30 SECONDS;"""Conjure an illusionary set of Spectacles of your choice in your hand.\n\"
global_utility;utility_spells;;/datum/action/cooldown/spell/create_campfire;"""Create Campfire""";code\modules\spells\spell_types\wizard\utility\create_campfire.dm;;1;1;SPELLCOST_CANTRIP;3 SECONDS;60 SECONDS;"""Creates a magical campfire to cook on. 3 tiles range. Lasts for 10 minutes."""
global_utility;utility_spells;;/datum/action/cooldown/spell/darkvision;"""Darkvision""";code\modules\spells\spell_types\wizard\augmentation\darkvision.dm;;2;1;SPELLCOST_STAT_BUFF;1 SECONDS;1.5 MINUTES;"""Enhance the night vision of yourself and everyone around you for 15 minutes."""
global_utility;utility_spells;;/datum/action/cooldown/spell/fridigitation;"""Fridigitation""";code\modules\spells\spell_types\wizard\cryomancy\fridigitation.dm;;2;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;30 SECONDS;"""An advanced version of Chill Food.\n\"
global_utility;utility_spells;;/datum/action/cooldown/spell/greater_cleaning;"""Greater Cleaning""";code\modules\spells\spell_types\wizard\kinesis\greater_cleaning.dm;;1;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;10 SECONDS;"""Unleash a wave of kinetic force that scours a nearby area clean of grime and debris."""
global_utility;utility_spells;;/datum/action/cooldown/spell/lesser_knock;"""Lesser Knock""";code\modules\spells\spell_types\wizard\misc\lesser_knock.dm;;2;1;SPELLCOST_CANTRIP;;5 SECONDS;"""A simple spell used to focus the arcyne into an instrument for lockpicking. Can be dispelled by using it on anything that isn't a locked/unlocked door."""
global_utility;utility_spells;;/datum/action/cooldown/spell/levitation;"""Levitation""";code\modules\spells\spell_types\wizard\misc\levitation.dm;;1;1;SPELLCOST_CANTRIP;1 SECONDS;5 SECONDS;"""Casting this spell allows you to float whimsically (a small amount in the air). Gravity sadly will still effect you, but your footsteps will be silent (You will also be off balanced for the duration that you float)."""
global_utility;utility_spells;;/datum/action/cooldown/spell/light;"""Light""";code\modules\spells\spell_types\wizard\utility\light.dm;;1;1;SPELLCOST_CANTRIP;0.5 SECONDS;30 SECONDS;"""Summons a condensed orb of light."""
global_utility;utility_spells;;/datum/action/cooldown/spell/magicians_brick;"""Magician's Brick""";code\modules\spells\spell_types\wizard\misc\magicians_brick.dm;;2;2;SPELLCOST_MINOR_PROJECTILE;;5 SECONDS;"""Conjure a magical brick in your hand. Its power scale up to your Intelligence\n\"
global_utility;utility_spells;;/datum/action/cooldown/spell/magicians_rock;"""Magician's Rock""";code\modules\spells\spell_types\wizard\geomancy\magicians_rock.dm;;1;1;SPELLCOST_CANTRIP;;2 MINUTES;"""Tear a boulder from the earth itself and materialize it at your feet."""
global_utility;utility_spells;;/datum/action/cooldown/spell/magicians_stone;"""Magician's Stone""";code\modules\spells\spell_types\wizard\geomancy\magicians_stone.dm;;1;1;SPELLCOST_CANTRIP;;2 MINUTES;"""Tear several stones from the earth itself and materialize them at your feet."""
global_utility;utility_spells;;/datum/action/cooldown/spell/mending;"""Mending""";code\modules\spells\spell_types\wizard\utility\mending.dm;;2;1;SPELLCOST_CANTRIP;;20 SECONDS;"""Uses arcyne energy to mend an item, prosthetic or artificial being. Effect of repair scales off of your Intelligence."""
global_utility;utility_spells;;/datum/action/cooldown/spell/message;"""Message""";code\modules\spells\spell_types\wizard\utility\message.dm;;2;1;SPELLCOST_CANTRIP;1 SECONDS;60 SECONDS;"""Latch onto the mind of one who is familiar to you, whispering a message or sending an intuitive projection into their head."""
global_utility;utility_spells;;/datum/action/cooldown/spell/mindlink;"""Mindlink""";code\modules\spells\spell_types\wizard\utility\mindlink.dm;;2;2;SPELLCOST_CANTRIP;2 SECONDS;3 MINUTES;"""Establish a telepathic link with an ally for three minutes. Use ,Y before a message to communicate telepathically."""
global_utility;utility_spells;;/datum/action/cooldown/spell/mirror_transform;"""Mirror Transform""";code\modules\spells\spell_types\wizard\utility\mirror_transform.dm;;1;1;SPELLCOST_CANTRIP;1 SECONDS;300 SECONDS;"""Temporarily grants you the ability to use mirrors to change your appearance."""
global_utility;utility_spells;;/datum/action/cooldown/spell/nondetection;"""Nondetection""";code\modules\spells\spell_types\wizard\augmentation\nondetection.dm;;1;1;SPELLCOST_UTILITY_BUFF;1 SECONDS;10 SECONDS;"""Shroud a target from divination magic for 1 hour."""
global_utility;utility_spells;;/datum/action/cooldown/spell/projectile/fetch;"""Fetch""";code\modules\spells\spell_types\wizard\projectiles_single\fetch.dm;;1;1;SPELLCOST_MINOR_PROJECTILE;;8 SECONDS;"""Shoot out a magical bolt that draws in a freestanding item towards the caster. Doesn't work on living targets."""
global_utility;utility_spells;;/datum/action/cooldown/spell/projectile/repel;"""Repel""";code\modules\spells\spell_types\wizard\projectiles_single\repel.dm;;1;1;SPELLCOST_MINOR_PROJECTILE;;15 SECONDS;"""Shoot out a magical bolt that pushes away a freestanding item from the caster. Doesn't work on large or living targets. Instead of repelling a target, it will throw an object in your hand if cast while in throw mode."""
global_utility;utility_spells;;/datum/action/cooldown/spell/projectile/waterbolt;"""Water Bolt""";code\modules\spells\spell_types\wizard\projectiles_single\waterbolt.dm;;1;1;SPELLCOST_MINOR_PROJECTILE;;8 SECONDS;"""Shoot out a magical bolt of water that extinguishes fires from a distance."""
global_utility;utility_spells;;/datum/action/cooldown/spell/readomen;"""Read Omen""";code\modules\spells\spell_types\wizard\augmentation\readomen.dm;;1;1;SPELLCOST_CANTRIP;2 SECONDS;2 MINUTES;"""Casting this spell, you draw upon the leylines themselves to reveal secrets of fate itself. \n\"
global_utility;utility_spells;;/datum/action/cooldown/spell/touch/rune_ward;"""Rune Ward""";code\modules\spells\spell_types\wizard\utility\rune_ward.dm;;1;1;SPELLCOST_CONJURE;;30 SECONDS;"""Channel arcyne energy through ash to inscribe protective runes upon the ground. The runes trigger when trespassers cross them - but can be circumvented by jumping or flying over them. Includes the following modes:\n \"
global_utility;utility_spells;;/datum/action/cooldown/spell/transcribe;"""Transcribe""";code\modules\spells\spell_types\wizard\conjure\transcribe.dm;;1;1;SPELLCOST_CANTRIP;0.5 SECONDS;30 SECONDS;"""Conjure a parchment and a magical quill to write for you. \n\"
hearthcraft;fixed_spells;;/datum/action/cooldown/spell/create_campfire;"""Create Campfire""";code\modules\spells\spell_types\wizard\utility\create_campfire.dm;;1;1;SPELLCOST_CANTRIP;3 SECONDS;60 SECONDS;"""Creates a magical campfire to cook on. 3 tiles range. Lasts for 10 minutes."""
hearthcraft;fixed_spells;;/datum/action/cooldown/spell/great_shelter;"""Great Shelter""";code\modules\spells\spell_types\wizard\utility\great_shelter.dm;;;1;SPELLCOST_CONJURE;5 SECONDS;5 MINUTES;"""Conjure a cramped but functional shelter from arcyne force.\n\"
hex;fixed_spells;;/datum/action/cooldown/spell/wither;"""Wither""";code\modules\spells\spell_types\wizard\hex\wither.dm;;;2;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;20 SECONDS;"""Lash out a delayed line of dark magic, sapping the physical prowess of all in its path.\n\"
illusion;fixed_spells;;/datum/action/cooldown/spell/invisibility;"""Invisibility""";code\modules\spells\spell_types\wizard\illusion\invisibility.dm;;3;1;30;CHARGETIME_MINOR;30 SECONDS;"""Make another (or yourself) invisible for some time. Duration scales with intelligence. Casting, attacking or being attacked will cancel the duration."""
kinesis;fixed_spells;;/datum/action/cooldown/spell/crush;"""Crush""";code\modules\spells\spell_types\wizard\kinesis\crush.dm;;;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MINOR;8 SECONDS;"""Compress gravitational force onto a single point, crushing the aimed body part. It is telegraphed and can be walked out of. \"
kinesis;fixed_spells;;/datum/action/cooldown/spell/gravity;"""Gravity""";code\modules\spells\spell_types\wizard\kinesis\gravity.dm;;;2;SPELLCOST_SINGLE_CC;CHARGETIME_MAJOR;20 SECONDS;"""Weighten space around someone, crushing them and knocking them to the floor. Stronger opponents will resist and be off-balanced. Target can adapt to gravity for 15 seconds after being knocked down, making them stand firm against conseuctive hit.\n\n\"
kinesis;fixed_spells;;/datum/action/cooldown/spell/greater_cleaning;"""Greater Cleaning""";code\modules\spells\spell_types\wizard\kinesis\greater_cleaning.dm;;1;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;10 SECONDS;"""Unleash a wave of kinetic force that scours a nearby area clean of grime and debris."""
kinesis;fixed_spells;;/datum/action/cooldown/spell/levitation;"""Levitation""";code\modules\spells\spell_types\wizard\misc\levitation.dm;;1;1;SPELLCOST_CANTRIP;1 SECONDS;5 SECONDS;"""Casting this spell allows you to float whimsically (a small amount in the air). Gravity sadly will still effect you, but your footsteps will be silent (You will also be off balanced for the duration that you float)."""
kinesis;fixed_spells;;/datum/action/cooldown/spell/projectile/basic_offensive;"""Basic Offensive Magic""";code\modules\spells\spell_types\wizard\projectiles_single\basic_offensive.dm;;3;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;5.5 SECONDS;"""Fundamental attack magyck. Used for centuries. Toggle firing mode (Shift+G) while the spell is active: \"
kinesis;fixed_spells;;/datum/action/cooldown/spell/telegraphed_strike/kinetic_burst;"""Kinetic Burst""";code\modules\spells\spell_types\wizard\kinesis\kinetic_burst.dm;;;2;SPELLCOST_MAJOR_AOE;;30 SECONDS;"""Wind up raw arcyne force in a 5x5 area around yourself, then detonate it - hurling everyone caught back, hurting them and leaving them Vulnerable for a moment. \"
kinesis;variants;;/datum/action/cooldown/spell/mass_crush;"""Mass Crush""";code\modules\spells\spell_types\wizard\kinesis\mass_crush.dm;;;;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;60 SECONDS;"""Compress gravitational force over a wide area, crushing everyone within. \"
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/augment_buff/blood_rush;"""Blood Rush""";code\modules\spells\spell_types\wizard\augmentation\blood_rush.dm;;2;;SPELLCOST_BRUSH;;60 SECONDS;"""Flood the target's veins with a surge of vigor, quickening their body for a short burst."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/augment_buff/enlarge;"""Enlarge Person""";code\modules\spells\spell_types\wizard\augmentation\enlarge.dm;;1;;;;2 MINUTES;"""For a time, enlarges your target to a giant hulking version of themselves capable of bashing into doors. Does not work on folk who are already large. Can only be used on members of your fellowship."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/augment_buff/grasp;"""Grasp""";code\modules\spells\spell_types\wizard\augmentation\grasp.dm;;1;;SPELLCOST_TELEPORT;;45 SECONDS;"""Reach out to a target within 7 tiles and wrench them to your side after a 2-second channel. An arcyne tether links you to them while you reel them in, warning them to ready themselves. They must share a fellowship with you and still be within your sight when the channel completes."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/augment_buff/guidance;"""Guidance""";code\modules\spells\spell_types\wizard\augmentation\guidance.dm;;2;;;0;30 SECONDS;"""Channel arcyne power unto an ally, empowering their next strike to bypass parry and dodge. Works with both weapons and unarmed attacks. \"
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/augment_buff/precognition;"""Precognition""";code\modules\spells\spell_types\wizard\augmentation\precognition.dm;;2;;SPELLCOST_UTILITY_BUFF;;75 SECONDS;"""Peer a few moments into the future for yourself or an ally, readying them before the moment arrives. Cuts 15 seconds from the remaining cooldown of the target's Defend and Special."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/augment_buff/surge;"""Surge""";code\modules\spells\spell_types\wizard\augmentation\surge.dm;;2;;SPELLCOST_SURGE;;;"""Flood someone's body with vigors, instantly shaking off any stun, bringing them back to their feet. Cannot be cast on yourself"""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/create_campfire;"""Create Campfire""";code\modules\spells\spell_types\wizard\utility\create_campfire.dm;;1;1;SPELLCOST_CANTRIP;3 SECONDS;60 SECONDS;"""Creates a magical campfire to cook on. 3 tiles range. Lasts for 10 minutes."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/darkvision;"""Darkvision""";code\modules\spells\spell_types\wizard\augmentation\darkvision.dm;;2;1;SPELLCOST_STAT_BUFF;1 SECONDS;1.5 MINUTES;"""Enhance the night vision of yourself and everyone around you for 15 minutes."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/featherfall;"""Featherfall""";code\modules\spells\spell_types\wizard\augmentation\featherfall.dm;;1;1;SPELLCOST_UTILITY_BUFF;1 SECONDS;2 MINUTES;"""Grant yourself and any creatures adjacent to you some defense against falls."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/leap;"""Leap""";code\modules\spells\spell_types\wizard\augmentation\leap.dm;;1;2;SPELLCOST_UTILITY_BUFF;1 SECONDS;2 MINUTES;"""Empower a target's legs to allow them to leap to great heights for 20 seconds. Does not prevent fall damage."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/light;"""Light""";code\modules\spells\spell_types\wizard\utility\light.dm;;1;1;SPELLCOST_CANTRIP;0.5 SECONDS;30 SECONDS;"""Summons a condensed orb of light."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/mending;"""Mending""";code\modules\spells\spell_types\wizard\utility\mending.dm;;2;1;SPELLCOST_CANTRIP;;20 SECONDS;"""Uses arcyne energy to mend an item, prosthetic or artificial being. Effect of repair scales off of your Intelligence."""
lesser_augmentation;pointbuy_spells;;/datum/action/cooldown/spell/nondetection;"""Nondetection""";code\modules\spells\spell_types\wizard\augmentation\nondetection.dm;;1;1;SPELLCOST_UTILITY_BUFF;1 SECONDS;10 SECONDS;"""Shroud a target from divination magic for 1 hour."""
pyromancy;choice_spells;;/datum/action/cooldown/spell/create_campfire;"""Create Campfire""";code\modules\spells\spell_types\wizard\utility\create_campfire.dm;;1;1;SPELLCOST_CANTRIP;3 SECONDS;60 SECONDS;"""Creates a magical campfire to cook on. 3 tiles range. Lasts for 10 minutes."""
pyromancy;choice_spells;;/datum/action/cooldown/spell/fire_curtain;"""Fire Curtain""";code\modules\spells\spell_types\wizard\pyromancy\fire_curtain.dm;;;;SPELLCOST_MAJOR_AOE;1 SECONDS;25 SECONDS;"""Conjure a 5x2 curtain of flame at a target location, perpendicular to your facing. \"
pyromancy;choice_spells;;/datum/action/cooldown/spell/projectile/fireball/barrage;"""Wyrmfire""";code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm;;;;"mode[""cost""]";"mode[""charge""]";"mode[""cooldown""]";"""Loose a devastating barrage of fire. Every strikes leave its victim Vulnerable. Toggle firing mode (Shift+G) to switch:\n\"
pyromancy;choice_spells;;/datum/action/cooldown/spell/projectile/smoke_burst;"""Smoke Burst""";code\modules\spells\spell_types\wizard\pyromancy\smoke_burst.dm;;;;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;45 SECONDS;"""Hurl a harmless ball of smouldering cinders that bursts into a thick 3x3 cloud of smoke on impact, blocking sight for around 15 seconds.\"
pyromancy;choice_spells;;/datum/action/cooldown/spell/projectile/spitfire;"""Spitfire""";code\modules\spells\spell_types\wizard\pyromancy\spitfire.dm;;;;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;SPELL_COOLDOWN_POKE;"""Shoot out a low-powered ball of fire that ignites a target with a small amount of fire on impact. \"
pyromancy;choice_spells;;/datum/action/cooldown/spell/telegraphed_strike/dragons_breath;"""Dragon's Breath""";code\modules\spells\spell_types\wizard\pyromancy\dragons_breath.dm;;;;SPELLCOST_MAJOR_AOE;;20 SECONDS;"""Let loose a wide cone of flame that erupts forward, burning everything in its path and pushing back anyone it hits. \"
pyromancy;choice_spells;;/datum/action/cooldown/spell/ultio;"""Ultio""";code\modules\spells\spell_types\wizard\pyromancy\ultio.dm;;;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;SPELL_COOLDOWN_POKE;"""The caster snaps their finger or hand. The air in a nearby spot excites and shakes with magickal, pyromantic power, spontaneously creating a scorching flame directed at their target, scorching all within.\n\"
pyromancy;fixed_spells;;/datum/action/cooldown/spell/create_campfire;"""Create Campfire""";code\modules\spells\spell_types\wizard\utility\create_campfire.dm;;1;1;SPELLCOST_CANTRIP;3 SECONDS;60 SECONDS;"""Creates a magical campfire to cook on. 3 tiles range. Lasts for 10 minutes."""
pyromancy;fixed_spells;;/datum/action/cooldown/spell/fire_curtain;"""Fire Curtain""";code\modules\spells\spell_types\wizard\pyromancy\fire_curtain.dm;;;;SPELLCOST_MAJOR_AOE;1 SECONDS;25 SECONDS;"""Conjure a 5x2 curtain of flame at a target location, perpendicular to your facing. \"
pyromancy;fixed_spells;;/datum/action/cooldown/spell/projectile/fireball/barrage;"""Wyrmfire""";code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm;;;;"mode[""cost""]";"mode[""charge""]";"mode[""cooldown""]";"""Loose a devastating barrage of fire. Every strikes leave its victim Vulnerable. Toggle firing mode (Shift+G) to switch:\n\"
pyromancy;fixed_spells;;/datum/action/cooldown/spell/projectile/smoke_burst;"""Smoke Burst""";code\modules\spells\spell_types\wizard\pyromancy\smoke_burst.dm;;;;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;45 SECONDS;"""Hurl a harmless ball of smouldering cinders that bursts into a thick 3x3 cloud of smoke on impact, blocking sight for around 15 seconds.\"
pyromancy;fixed_spells;;/datum/action/cooldown/spell/telegraphed_strike/dragons_breath;"""Dragon's Breath""";code\modules\spells\spell_types\wizard\pyromancy\dragons_breath.dm;;;;SPELLCOST_MAJOR_AOE;;20 SECONDS;"""Let loose a wide cone of flame that erupts forward, burning everything in its path and pushing back anyone it hits. \"
pyromancy;variants;;/datum/action/cooldown/spell/fire_strike;"""Fire Strike""";code\modules\spells\spell_types\wizard\pyromancy\fire_strike.dm;;;;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;75 SECONDS;"""Call down a fireball on a location after a short delay. It damages structures across a 5x5 area and leaves a cloud of smoke and a curtain of flame in its wake. You are not immune to your own fire.\n\"
pyromancy;variants;;/datum/action/cooldown/spell/projectile/pyroclasm;"""Pyroclasm""";code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm;;9;4;10;2 SECONDS;5 MINUTES;"""Red-hot fire, brightest of all elements!\n\"
telomancy;fixed_spells;;/datum/action/cooldown/spell/arcyne_burst;"""Arcyne Burst""";code\modules\spells\spell_types\wizard\telomancy\arcyne_burst.dm;;;2;SPELLCOST_MAJOR_AOE;CHARGETIME_POKE;20 SECONDS;"""Mark a nearby area with arcyne force. It swells for a few seconds before bursting, striking everyone across the whole zone with a wave of kinetic force and hurling them outward."""
telomancy;fixed_spells;;/datum/action/cooldown/spell/circumdatum;"""Circumdatum""";code\modules\spells\spell_types\wizard\telomancy\circumdatum.dm;;;2;SPELLCOST_MINOR_PROJECTILE;;15 SECONDS;"""Surrounds an ally with warding orbs instantly. Each reduce an incoming blow's integrity damage by 25% before disintegrating."""
telomancy;fixed_spells;;/datum/action/cooldown/spell/greater_cleaning;"""Greater Cleaning""";code\modules\spells\spell_types\wizard\kinesis\greater_cleaning.dm;;1;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;10 SECONDS;"""Unleash a wave of kinetic force that scours a nearby area clean of grime and debris."""
telomancy;fixed_spells;;/datum/action/cooldown/spell/projectile/arcyne_volley;"""Magister's Dart""";code\modules\spells\spell_types\wizard\telomancy\arcyne_volley.dm;;3;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;5.5 SECONDS;"""Advanced Offensive Magyck, refined over millenium and turned into a true Telomancer's ultimate thesis! Toggle firing mode (Shift+G) while the spell is active: \"
telomancy;fixed_spells;;/datum/action/cooldown/spell/void_beam;"""Void Beam""";code\modules\spells\spell_types\wizard\telomancy\void_beam.dm;;;3;SPELLCOST_MAJOR_AOE;CHARGETIME_POKE;20 SECONDS;"""Fire a lance of raw arcyne force that exposes your foe. It is well telegraphed and does a decent amount of damage."""
telomancy;variants;;/datum/action/cooldown/spell/projectile/arcyne_barrage;"""Arcyne Barrage""";code\modules\spells\spell_types\wizard\telomancy\arcyne_barrage.dm;;;4;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;90 SECONDS;"""The Ultimate Reason of a Telomancer - barrage a direction with pulses of piercing, ricocheting arcyne bolts for ten seconds. The bolts can pierce up to five targets. \"
