kind;scope_or_source;bucket;spell_path;name;file;notes
raw_changed;classunique/spellfist;;/datum/action/cooldown/spell/grasp_of_psydon;Grasp of Psydon;code\modules\spells\spell_types\classunique\spellfist\grasp_of_psydon.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_AOE
raw_changed;wizard/kinesis;;/datum/action/cooldown/spell/gravity;Gravity;code\modules\spells\spell_types\wizard\kinesis\gravity.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_SINGLE_CC
raw_changed;wizard/utility;;/datum/action/cooldown/spell/great_shelter;Great Shelter;code\modules\spells\spell_types\wizard\utility\great_shelter.dm;spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CONJURE
raw_changed;wizard/kinesis;;/datum/action/cooldown/spell/greater_cleaning;Greater Cleaning;code\modules\spells\spell_types\wizard\kinesis\greater_cleaning.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/fulgurmancy;;/datum/action/cooldown/spell/greater_thunderstrike;Greater Thunderstrike;code\modules\spells\spell_types\wizard\fulgurmancy\greater_thunderstrike.dm;primary_resource_cost:  -> SPELLCOST_ULTIMATE
raw_changed;necromancer;;/datum/action/cooldown/spell/lacrima;Lacrima;code\modules\spells\roguetown\necromancer\lacrima.dm;primary_resource_cost:  -> 100
raw_changed;necromancer;;/datum/action/cooldown/spell/lacrima/zizo;;code\modules\spells\roguetown\necromancer\lacrima.dm;primary_resource_cost:  -> 100
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/leap;Leap;code\modules\spells\spell_types\wizard\augmentation\leap.dm;point_cost:  -> 1 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_UTILITY_BUFF
raw_changed;wizard/misc;;/datum/action/cooldown/spell/lesser_knock;Lesser Knock;code\modules\spells\spell_types\wizard\misc\lesser_knock.dm;point_cost:  -> 2 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/leyline_anchor;Leyline Anchor;code\modules\spells\spell_types\classunique\spellblade\leyline_anchor.dm;spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_SB_MOBILITY
raw_changed;wizard/utility;;/datum/action/cooldown/spell/light;Light;code\modules\spells\spell_types\wizard\utility\light.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/misc;;/datum/action/cooldown/spell/magicians_brick;Magician's Brick;code\modules\spells\spell_types\wizard\misc\magicians_brick.dm;point_cost:  -> 2 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/geomancy;;/datum/action/cooldown/spell/magicians_rock;Magician's Rock;code\modules\spells\spell_types\wizard\geomancy\magicians_rock.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/geomancy;;/datum/action/cooldown/spell/magicians_stone;Magician's Stone;code\modules\spells\spell_types\wizard\geomancy\magicians_stone.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/kinesis;;/datum/action/cooldown/spell/mass_crush;Mass Crush;code\modules\spells\spell_types\wizard\kinesis\mass_crush.dm;primary_resource_cost:  -> SPELLCOST_ULTIMATE
raw_changed;wizard/kinesis;;/datum/action/cooldown/spell/mass_gravity;Mass Gravity;code\modules\spells\spell_types\wizard\kinesis\mass_gravity.dm;primary_resource_cost:  -> SPELLCOST_MAJOR_AOE
raw_changed;wizard/utility;;/datum/action/cooldown/spell/mending;Mending;code\modules\spells\spell_types\wizard\utility\mending.dm;point_cost:  -> 2 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/utility;;/datum/action/cooldown/spell/mending/lesser;Lesser Mending;code\modules\spells\spell_types\wizard\utility\mending.dm;point_cost:  -> 1
raw_changed;wizard/utility;;/datum/action/cooldown/spell/message;Message;code\modules\spells\spell_types\wizard\utility\message.dm;point_cost:  -> 2 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/geomancy;;/datum/action/cooldown/spell/meteor_strike;Meteor Storm;code\modules\spells\spell_types\wizard\geomancy\meteor_storm.dm;name: Meteor Strike -> Meteor Storm | primary_resource_cost:  -> SPELLCOST_ULTIMATE | cooldown_time: 60 SECONDS -> 75 SECONDS | file: code\modules\spells\spell_types\wizard\geomancy\meteor_strike.dm -> code\modules\spells\spell_types\wizard\geomancy\meteor_storm.dm
raw_changed;wizard/utility;;/datum/action/cooldown/spell/mindlink;Mindlink;code\modules\spells\spell_types\wizard\utility\mindlink.dm;point_cost:  -> 2 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/utility;;/datum/action/cooldown/spell/mirror_transform;Mirror Transform;code\modules\spells\spell_types\wizard\utility\mirror_transform.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/nondetection;Nondetection;code\modules\spells\spell_types\wizard\augmentation\nondetection.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_UTILITY_BUFF
raw_changed;wizard/misc;;/datum/action/cooldown/spell/phase;Phase;code\modules\spells\spell_types\wizard\misc\phase.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_STAT_BUFF
raw_changed;wizard/fulgurmancy;;/datum/action/cooldown/spell/projectile/arc_bolt;Arc Bolt;code\modules\spells\spell_types\wizard\fulgurmancy\arc_bolt.dm;desc: Fire a quick jolt of lightning at a target. Deals less damage than most other minor offensive spells, but strikes instantly. \ -> Fire a precise jolt of lightning that sears a target's struck body part with heavy burn. \ | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/telomancy;;/datum/action/cooldown/spell/projectile/arcyne_barrage;Arcyne Barrage;code\modules\spells\spell_types\wizard\telomancy\arcyne_barrage.dm;spell_tier:  -> 4 | primary_resource_cost:  -> SPELLCOST_ULTIMATE
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/projectile/arcyne_lance;Arcyne Lance;code\modules\spells\spell_types\wizard\ferramancy\arcyne_lance.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/telomancy;;/datum/action/cooldown/spell/projectile/arcyne_salvo;Arcyne Salvo;code\modules\spells\spell_types\wizard\telomancy\arcyne_salvo.dm;spell_tier:  -> 3 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/projectile/azurean_pilum;Azurean Pilum;code\modules\spells\spell_types\classunique\spellblade\azurean_pilum.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/basic_offensive;Basic Offensive Magic;code\modules\spells\spell_types\wizard\projectiles_single\basic_offensive.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/blood_bolt;Blood Bolt;code\modules\spells\spell_types\wizard\projectiles_single\blood_lightning.dm;point_cost:  -> 6 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE
raw_changed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/fetch;Fetch;code\modules\spells\spell_types\wizard\projectiles_single\fetch.dm;desc: Shoot out a magical bolt that draws in the target struck towards the caster. -> Shoot out a magical bolt that draws in a freestanding item towards the caster. Doesn't work on living targets. | point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE | charge_time: CHARGETIME_MINOR ->  | cooldown_time: 15 SECONDS -> 8 SECONDS | file: code\modules\spells\spell_types\wizard\kinesis\fetch.dm -> code\modules\spells\spell_types\wizard\projectiles_single\fetch.dm
raw_changed;wizard/pyromancy;;/datum/action/cooldown/spell/projectile/fireball;Fireball;code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm;desc: Shoot out a ball of fire that explodes on impact, scorching and slowing nearby targets. \ -> Shoot out a ball of fire that explodes on impact, scorching and slowing nearby targets.\n\ | point_cost:  -> 6 | spell_tier:  -> 3 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE | cooldown_time: 16 SECONDS -> SPELL_COOLDOWN_BIG_WHOOPER | file: code\modules\spells\spell_types\wizard\pyromancy\fireball.dm -> code\modules\spells\spell_types\wizard\pyromancy\wyrmfire.dm
raw_changed;wizard/cryomancy;;/datum/action/cooldown/spell/projectile/frost_bolt;Frost Shards;code\modules\spells\spell_types\wizard\cryomancy\frost_shards.dm;name: Frost Bolt -> Frost Shards | desc: A shard of frozen energy that slows and damages a target. \ -> Loose a concentrated spray of frozen shards. The shards lose damage and efffects past 4 paces . \ | point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE | cooldown_time: 5.5 SECONDS -> 6 SECONDS | file: code\modules\spells\spell_types\wizard\cryomancy\frost_bolt.dm -> code\modules\spells\spell_types\wizard\cryomancy\frost_shards.dm
raw_changed;wizard/geomancy;;/datum/action/cooldown/spell/projectile/gravel_blast;Gravel Blast;code\modules\spells\spell_types\wizard\geomancy\gravel_blast.dm;primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE | cooldown_time: 5.5 SECONDS -> 6 SECONDS
raw_changed;wizard/geomancy;;/datum/action/cooldown/spell/projectile/gravel_blast/lesser;Lesser Gravel Blast;code\modules\spells\spell_types\wizard\geomancy\gravel_blast.dm;point_cost:  -> 0 | spell_tier:  -> 0
raw_changed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/greater_arcyne_bolt;Greater Arcyne Bolt;code\modules\spells\spell_types\wizard\projectiles_single\greater_arcyne_bolt.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/fulgurmancy;;/datum/action/cooldown/spell/projectile/lightning_bolt;Bolt of Lightning;code\modules\spells\spell_types\wizard\fulgurmancy\bolt_of_lightning.dm;primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE | file: code\modules\spells\spell_types\wizard\fulgurmancy\lightning_bolt.dm -> code\modules\spells\spell_types\wizard\fulgurmancy\bolt_of_lightning.dm
raw_changed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/repel;Repel;code\modules\spells\spell_types\wizard\projectiles_single\repel.dm;desc: Shoot out a magical bolt that pushes out the target struck away from the caster. Instead of repelling a target, it will throw an object in your hand if cast while in throw mode. -> Shoot out a magical bolt that pushes away a freestanding item from the caster. Doesn't work on large or living targets. Instead of repelling a target, it will throw an object in your hand if cast while in throw mode. | point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE | charge_time: CHARGETIME_MINOR ->  | file: code\modules\spells\spell_types\wizard\kinesis\repel.dm -> code\modules\spells\spell_types\wizard\projectiles_single\repel.dm
raw_changed;wizard/telomancy;;/datum/action/cooldown/spell/projectile/seeker_volley;Seeker Volley;code\modules\spells\spell_types\wizard\telomancy\seeker_volley.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/kinesis;;/datum/action/cooldown/spell/projectile/soulshot;Soulshot;code\modules\spells\spell_types\wizard\kinesis\soulshot.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE | cooldown_time: 8 SECONDS -> 12 SECONDS
raw_changed;wizard/pyromancy;;/datum/action/cooldown/spell/projectile/spitfire;Spitfire;code\modules\spells\spell_types\wizard\pyromancy\spitfire.dm;primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE | cooldown_time: 5.5 SECONDS -> SPELL_COOLDOWN_POKE
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/projectile/stygian_efflorescence;Stygian Efflorescence;code\modules\spells\spell_types\wizard\ferramancy\stygian_efflorescence.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE
raw_changed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/waterbolt;Water Bolt;code\modules\spells\spell_types\wizard\projectiles_single\waterbolt.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_MINOR_PROJECTILE
raw_changed;wizard/invoked_single_target;;/datum/action/cooldown/spell/raise_deadite;Raise Deadite;code\modules\spells\spell_types\wizard\invoked_single_target\raise_deadite.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_SUMMON | charge_time: 6 SECONDS -> 5 SECONDS | cooldown_time: 30 SECONDS -> 20 SECONDS
raw_changed;necromancer;;/datum/action/cooldown/spell/raise_undead_formation;Raise Undead Formation;code\modules\spells\roguetown\necromancer\raise_undead_formation.dm;primary_resource_cost:  -> 40
raw_changed;necromancer;;/datum/action/cooldown/spell/raise_undead_guard;Conjure Undead;code\modules\spells\roguetown\necromancer\raise_undead_guard.dm;primary_resource_cost:  -> 40
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/readomen;Read Omen;code\modules\spells\spell_types\wizard\augmentation\readomen.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/recall_weapon;Recall Weapon;code\modules\spells\spell_types\classunique\spellblade\recall_weapon.dm;spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_SB_MOBILITY
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/regenerate_arcyne_ward;Regenerate Arcyne Ward;code\modules\spells\spell_types\wizard\conjure\conjure_arcyne_ward.dm;spell_tier:  -> 2 | primary_resource_cost:  -> 130
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/regenerate_arcyne_ward/crystalhide;Regenerate Crystalhide Ward;code\modules\spells\spell_types\wizard\conjure\conjure_arcyne_ward.dm;spell_tier:  -> 3
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/regenerate_arcyne_ward/dragonhide;Regenerate Dragonhide Ward;code\modules\spells\spell_types\wizard\conjure\conjure_arcyne_ward.dm;spell_tier:  -> 2
raw_changed;wizard/kinesis;;/datum/action/cooldown/spell/repulse;Repulse;code\modules\spells\spell_types\wizard\kinesis\repulse.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_AOE
raw_changed;classunique/spellfist;;/datum/action/cooldown/spell/storm_of_psydon;Storm of Psydon;code\modules\spells\spell_types\classunique\spellfist\storm_of_psydon.dm;spell_tier:  -> 3 | primary_resource_cost:  -> SPELLCOST_SB_ULT
raw_changed;necromancer;;/datum/action/cooldown/spell/tame_undead;Tame Undead;code\modules\spells\roguetown\necromancer\tame_undead.dm;primary_resource_cost:  -> 40
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/telegraphed_strike/spellblade;;code\modules\spells\spell_types\classunique\spellblade\_spellblade_strike.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_SB_POKE
raw_changed;wizard/utility;;/datum/action/cooldown/spell/touch/prestidigitation;Prestidigitation;code\modules\spells\spell_types\wizard\utility\prestidigitation.dm;point_cost:  -> 0 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/utility;;/datum/action/cooldown/spell/touch/rune_ward;Rune Ward;code\modules\spells\spell_types\wizard\utility\rune_ward.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CONJURE
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/transcribe;Transcribe;code\modules\spells\spell_types\wizard\conjure\transcribe.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;classunique/vizier;;/datum/action/cooldown/spell/vizier/acceleration;Acceleration;code\modules\spells\spell_types\classunique\vizier\acceleration.dm;primary_resource_cost:  -> 75
raw_changed;classunique/vizier;;/datum/action/cooldown/spell/vizier/reversion;Reversion;code\modules\spells\spell_types\classunique\vizier\reversion.dm;desc: Marks a target's body and position for 25 seconds, granting them the power to revert to their marked state at will. If the target shares a fellowship, I may also pull them back myself, without asking. -> A demanding and difficult to execute spell that reverts a target to a prior state in their timestream before they were injured, instantaneously healing a large amount of damage and stopping bleeding. It does not restore blood, due to the nature of how it flows. | spell_tier:  -> 1 | primary_resource_cost:  -> 60 | charge_time: 0.5 SECONDS -> 15 SECONDS | cooldown_time: 60 SECONDS -> 4 MINUTES
raw_changed;wizard/hex;;/datum/action/cooldown/spell/wither;Wither;code\modules\spells\spell_types\wizard\hex\wither.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_AOE
raw_changed;wizard/invoked_single_target;;/obj/effect/proc_holder/spell/invoked/frostbite;Frostbite;code\modules\spells\spell_types\wizard\invoked_single_target\frostbite.dm;spell_tier:  -> 2
raw_changed;wizard/legacy_spells_unused;;/obj/effect/proc_holder/spell/invoked/invisibility;Invisibility;code\modules\spells\spell_types\wizard\legacy_spells_unused\invisibility.dm;spell_tier:  -> 1
raw_changed;wizard/invoked_aoe;;/obj/effect/proc_holder/spell/invoked/knock;Knock;code\modules\spells\spell_types\wizard\invoked_aoe\knock.dm;spell_tier:  -> 4
raw_changed;wizard/legacy_spells_unused;;/obj/effect/proc_holder/spell/invoked/projectile/acidsplash;Acid Splash;code\modules\spells\spell_types\wizard\legacy_spells_unused\acid_splash.dm;spell_tier:  -> 2
raw_changed;wizard/projectiles_single;;/obj/effect/proc_holder/spell/invoked/projectile/airblade;Air Blade;code\modules\spells\spell_types\wizard\projectiles_single\air_blade.dm;spell_tier:  -> 2
raw_changed;wizard/legacy_spells_unused;;/obj/effect/proc_holder/spell/invoked/projectile/arcynestrike;Arcyne Smite;code\modules\spells\spell_types\wizard\legacy_spells_unused\arcyne_strike.dm;spell_tier:  -> 2
raw_changed;wizard/projectiles_single;;/obj/effect/proc_holder/spell/invoked/projectile/bloodsteal;Blood Steal;code\modules\spells\spell_types\wizard\projectiles_single\blood_steal.dm;spell_tier:  -> 2
raw_changed;wizard/invoked_aoe;;/obj/effect/proc_holder/spell/invoked/repulse;Repulse;code\modules\spells\spell_types\wizard\invoked_aoe\repulse.dm;spell_tier:  -> 2
raw_changed;wizard/invoked_single_target;;/obj/effect/proc_holder/spell/invoked/silence;Silence;code\modules\spells\spell_types\wizard\invoked_single_target\silence.dm;spell_tier:  -> 1
raw_changed;wizard/invoked_aoe;;/obj/effect/proc_holder/spell/invoked/sundering_lightning;Sundering Lightning;code\modules\spells\spell_types\wizard\invoked_aoe\sundering_lightning.dm;spell_tier:  -> 4
raw_changed;wizard/utility;;/obj/effect/proc_holder/spell/invoked/wound_closure;Wound Closure;code\modules\spells\spell_types\wizard\utility\woundclosure.dm;spell_tier:  -> 3
raw_changed;wizard/utility;;/obj/effect/proc_holder/spell/targeted/summonweapon;Summon Weapon;code\modules\spells\spell_types\wizard\utility\summon_weapon.dm;spell_tier:  -> 2
grant_added;aegiscraft;fixed_spells;/datum/action/cooldown/spell/conjure_aegis;Arcyne Aegis;code\modules\spells\spell_types\wizard\conjure\conjure_aegis.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/arcyne_burst;Arcyne Burst;code\modules\spells\spell_types\wizard\telomancy\arcyne_burst.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/augment_buff/augment_defense;Augment Defense;code\modules\spells\spell_types\wizard\augmentation\augment_defense.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/augment_buff/blood_rush;Blood Rush;code\modules\spells\spell_types\wizard\augmentation\blood_rush.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/augment_buff/grasp;Grasp;code\modules\spells\spell_types\wizard\augmentation\grasp.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/augment_buff/guidance;Guidance;code\modules\spells\spell_types\wizard\augmentation\guidance.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/augment_buff/precognition;Precognition;code\modules\spells\spell_types\wizard\augmentation\precognition.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/augment_buff/surge;Surge;code\modules\spells\spell_types\wizard\augmentation\surge.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/create_campfire;Create Campfire;code\modules\spells\spell_types\wizard\utility\create_campfire.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/darkvision;Darkvision;code\modules\spells\spell_types\wizard\augmentation\darkvision.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/forcewall;Forcewall;code\modules\spells\spell_types\wizard\conjure\forcewall.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/mending;Mending;code\modules\spells\spell_types\wizard\utility\mending.dm;
grant_added;augmentation;fixed_spells;/datum/action/cooldown/spell/projectile/basic_offensive;Basic Offensive Magic;code\modules\spells\spell_types\wizard\projectiles_single\basic_offensive.dm;
grant_added;augmentation;variants;/datum/action/cooldown/spell/second_chance;Second Chance;code\modules\spells\spell_types\wizard\augmentation\second_chance.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/command_word/beckon;Beckon;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/command_word/fray;Fray;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/command_word/harry;Harry;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/command_word/quicken;Quicken;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_dismiss;Dismiss Conjuration;code\modules\spells\spell_types\wizard\conjure\conjure_dismiss.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_projection;Spirit Projection;code\modules\spells\spell_types\wizard\conjure\spirit_projection.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_recall;Recall Servants;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_summon/attacker;Summon Rogue;code\modules\spells\spell_types\wizard\conjure\summon_rogue.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_summon/champion;Summon Champion;code\modules\spells\spell_types\wizard\conjure\summon_champion.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_summon/hordes;Summon Horde;code\modules\spells\spell_types\wizard\conjure\summon_horde.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_summon/peasant_swarm;Conjure Levy;code\modules\spells\spell_types\wizard\conjure\summon_horde.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/conjure_summon/primordial;Conjure Primordial;code\modules\spells\spell_types\wizard\conjure\conjure_primordial.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/minion_mark;Conjurer's Mark;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;
grant_added;conjuration;choice_spells;/datum/action/cooldown/spell/minion_order/conjurer;Order Servants;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/command_word/beckon;Beckon;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/command_word/fray;Fray;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/command_word/harry;Harry;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/command_word/quicken;Quicken;code\modules\spells\spell_types\wizard\conjure\command_word.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/conjure_dismiss;Dismiss Conjuration;code\modules\spells\spell_types\wizard\conjure\conjure_dismiss.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/conjure_projection;Spirit Projection;code\modules\spells\spell_types\wizard\conjure\spirit_projection.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/conjure_recall;Recall Servants;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/minion_mark;Conjurer's Mark;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;
grant_added;conjuration;fixed_spells;/datum/action/cooldown/spell/minion_order/conjurer;Order Servants;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;
grant_added;conjuration;variants;/datum/action/cooldown/spell/conjure_summon/champion;Summon Champion;code\modules\spells\spell_types\wizard\conjure\summon_champion.dm;variant_base
grant_added;conjuration;variants;/datum/action/cooldown/spell/conjure_summon/doppelsoldner;Conjure Doppel Soldner;code\modules\spells\spell_types\wizard\conjure\summon_champion.dm;variant_replacement
grant_added;cryomancy;fixed_spells;/datum/action/cooldown/spell/forcewall/ice;Ice Wall;code\modules\spells\spell_types\wizard\cryomancy\ice_wall.dm;
grant_added;cryomancy;fixed_spells;/datum/action/cooldown/spell/projectile/rimecast;Rimecast;code\modules\spells\spell_types\wizard\cryomancy\rimecast.dm;
grant_added;cryomancy;fixed_spells;/datum/action/cooldown/spell/verglas;Verglas;code\modules\spells\spell_types\wizard\cryomancy\verglas.dm;
grant_added;ferramancy;fixed_spells;/datum/action/cooldown/spell/conjure_arcyne_ward/crystalhide;Conjure Crystalhide Ward;code\modules\spells\spell_types\wizard\conjure\conjure_arcyne_ward.dm;
grant_added;ferramancy;variants;/datum/action/cooldown/spell/form_blade/form_hammer;Form Hammer;code\modules\spells\spell_types\wizard\ferramancy\form_hammer.dm;
grant_added;fulgurmancy;fixed_spells;/datum/action/cooldown/spell/fulmination;Fulmination;code\modules\spells\spell_types\wizard\fulgurmancy\fulmination.dm;
grant_added;fulgurmancy;fixed_spells;/datum/action/cooldown/spell/levinstroke;Levinstroke;code\modules\spells\spell_types\wizard\fulgurmancy\levinstroke.dm;
grant_added;geomancy;fixed_spells;/datum/action/cooldown/spell/geas;Geas;code\modules\spells\spell_types\wizard\geomancy\geas.dm;
grant_added;geomancy;fixed_spells;/datum/action/cooldown/spell/menhir;Menhir;code\modules\spells\spell_types\wizard\geomancy\menhir.dm;
grant_added;geomancy;fixed_spells;/datum/action/cooldown/spell/tumult;Tumult;code\modules\spells\spell_types\wizard\geomancy\tumult.dm;
grant_added;geomancy;variants;/datum/action/cooldown/spell/grenzel_meteor;Meteor Strike;code\modules\spells\spell_types\wizard\geomancy\meteor_strike.dm;
grant_added;global_utility;utility_spells;/datum/action/cooldown/spell/aetherknife;Aetherknife;code\modules\spells\spell_types\wizard\misc\aetherknife.dm;
grant_added;global_utility;utility_spells;/datum/action/cooldown/spell/levitation;Levitation;code\modules\spells\spell_types\wizard\misc\levitation.dm;
