scope;file;datum_path;name;desc;cost;charge_time;cooldown_time;sound;overlay_state;action_icon_state;spell_type;invocation_type;antimagic_flags
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\snap_freeze.dm;/datum/action/cooldown/spell/snap_freeze;"""Snap Freeze""";"""Freeze the air in a small area in an instant, slowing and damaging those affected.""";;CHARGETIME_HEAVY;20 SECONDS;'sound/spellbooks/crystal.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\arcyne_lance.dm;/datum/action/cooldown/spell/projectile/arcyne_lance;"""Arcyne Lance""";"""Hurl a spectral arcyne lance that pierces through up to 3 targets without losing momentum. \";;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/scrapeblade.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\bind_armament.dm;/datum/action/cooldown/spell/bind_armament;"""Bind Armament""";"""Bind a weapon, changing its skills to Arcyne Armament instead of its original skill. Once it is unbound, it returns to the original skill. Cast with an empty hand to release the bond. If another takes up the weapon, the bond snaps.""";;CHARGETIME_MINOR;3 SECONDS;'sound/magic/charged.ogg';;;;INVOCATION_WHISPER;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\blade_dance.dm;/datum/action/cooldown/spell/blade_dance;"""Blade Dance""";"""Wreathe yourself in a whirling storm of arcyne blades that moves with you, slashing everything in the tiles around you.\n\n\";;CHARGETIME_HEAVY;60 SECONDS;'sound/magic/scrapeblade.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\blade_form_spells.dm;/datum/action/cooldown/spell/form_blade;"""Form Blade""";"""Conjure an arcyne weapon shaped by your will and mana alone. Cycle the form with Shift+G. Only one conjured form may exist at a time.""";;CHARGETIME_POKE;5 SECONDS;'sound/combat/weaponr1.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike;;;;;15 SECONDS;'sound/magic/scrapeblade.ogg';;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike/falling_crescent;"""Falling Crescent""";"""Wind up a greatsword's edge, then sweep a wide arc across the tiles in front of you, cleaving everything in reach right to left. You are slowed and left wide open as you wind it up, but once begun it cannot be stopped - only stepped clear of. This strike can be defended against, but not parried or dodged.\n\n\";;;;;;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike/heavens_hammer;"""Heaven's Hammer""";"""Heave a conjured maul overhead, then bring it crashing down on the ground before you, leaving any struck reeling and vulnerable.\n\n\";;;;;;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike/sorcerers_lance;"""Sorcerer's Lance""";"""Wind up a couched lance, then drive it forward in a straight line, skewering everything up to five tiles ahead. You are slowed and left wide open as you wind it up, but once begun it cannot be stopped - only stepped clear of.\n\n\";;;;;;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\stygian_efflorescence.dm;/datum/action/cooldown/spell/projectile/stygian_efflorescence;"""Stygian Efflorescence""";"""Charge up, then loose a volley of five sharpened obsidian shards in a wide spread, blasting out in the direction you face. The first shard can cause a critical wound, but shards on the same target deal greatly reduced damage (8 damage) and cannot crit. Projectile effectiveness decreases after 5 tiles.""";;CHARGETIME_MINOR;20 SECONDS;'sound/magic/scrapeblade.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\arc_bolt.dm;/datum/action/cooldown/spell/projectile/arc_bolt;"""Arc Bolt""";"""Fire a quick jolt of lightning at a target. Deals less damage than most other minor offensive spells, but strikes instantly. \";;CHARGETIME_POKE;6.5 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\greater_thunderstrike.dm;/datum/action/cooldown/spell/greater_thunderstrike;"""Greater Thunderstrike""";"""PLACEHOLDER MASTERY SPELL - may be replaced later.\n\n\";;CHARGETIME_HEAVY;60 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\heavens_strike.dm;/datum/action/cooldown/spell/heavens_strike;"""Heaven's Strike""";"""Call down a single devastating bolt of lightning on a target location, striking the aimed body part. \";;CHARGETIME_POKE;10 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\lightning_bolt.dm;/datum/action/cooldown/spell/projectile/lightning_bolt;"""Bolt of Lightning""";"""Emit a bolt of lightning that burns a target, slowing them down and impairing their accuracy for 6 seconds. \";;CHARGETIME_MAJOR;15 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\thunderstrike.dm;/datum/action/cooldown/spell/thunderstrike;"""Thunderstrike""";"""Call a high-damage strike of lightning onto an area, followed by lesser aftershocks that ripple outwards in concentric layers.""";;CHARGETIME_HEAVY;20 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\boulder_strike.dm;/datum/action/cooldown/spell/projectile/boulder_strike;"""Boulder Strike""";"""Hurl a massive boulder at a target. On impact, it shatters into a cloud of stone fragments. \";;CHARGETIME_MAJOR;15 SECONDS;'sound/combat/hits/onstone/stonedeath.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\emergence.dm;/datum/action/cooldown/spell/emergence;"""Emergence""";"""Command stone to erupt from the earth, dealing heavy damage to anyone standing on the target and repelling everyone nearby back 1 pace. Leaves a temporary stone pillar behind. \";;CHARGETIME_POKE;12 SECONDS;'sound/combat/hits/onstone/stonedeath.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\ensnare.dm;/datum/action/cooldown/spell/ensnare;"""Ensnare""";"""Tendrils of arcyne force hold anyone in a small area in place for a short while.""";;1 SECONDS;25 SECONDS;'sound/magic/webspin.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\gravel_blast.dm;/datum/action/cooldown/spell/projectile/gravel_blast;"""Gravel Blast""";"""Spray a volley of stones at a target. Stones ricochet off walls. Subsequent hits on the same target deal reduced damage. \";;CHARGETIME_POKE;5.5 SECONDS;'sound/combat/hits/onstone/wallhit.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\gravel_blast.dm;/datum/action/cooldown/spell/projectile/gravel_blast/lesser;"""Lesser Gravel Blast""";"""Spray a trio of stones at a target. Stones ricochet off walls. Subsequent hits on the same target deal reduced damage. \";;;;;;;;;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\magicians_rock.dm;/datum/action/cooldown/spell/magicians_rock;"""Magician's Rock""";"""Tear a boulder from the earth itself and materialize it at your feet.""";;;2 MINUTES;'sound/items/stonestone.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\magicians_stone.dm;/datum/action/cooldown/spell/magicians_stone;"""Magician's Stone""";"""Tear several stones from the earth itself and materialize them at your feet.""";;;2 MINUTES;'sound/items/stonestone.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\meteor_strike.dm;/datum/action/cooldown/spell/meteor_strike;"""Meteor Strike""";"""Call down a devastating barrage of nine boulders onto a wide area. \";;CHARGETIME_HEAVY;60 SECONDS;'sound/magic/meteorstorm.ogg';;;;INVOCATION_SHOUT;
wizard/hex;code\modules\spells\spell_types\wizard\hex\wither.dm;/datum/action/cooldown/spell/wither;"""Wither""";"""Lash out a delayed line of dark magic, sapping the physical prowess of all in its path.\n\";;CHARGETIME_MAJOR;20 SECONDS;'sound/magic/shadowstep_destination.ogg';;;;INVOCATION_SHOUT;
wizard/invoked_aoe;code\modules\spells\spell_types\wizard\invoked_aoe\knock.dm;/obj/effect/proc_holder/spell/invoked/knock;"""Knock""";"""Force open adjacent doors, windows and most containers.""";3;;;;;;;"""shout""";
wizard/invoked_aoe;code\modules\spells\spell_types\wizard\invoked_aoe\repulse.dm;/obj/effect/proc_holder/spell/invoked/repulse;"""Repulse""";"""Conjure forth a wave of energy, repelling anyone around you.""";3;;;;"""repulse""";;;"""shout""";
wizard/invoked_aoe;code\modules\spells\spell_types\wizard\invoked_aoe\sundering_lightning.dm;/obj/effect/proc_holder/spell/invoked/sundering_lightning;"""Sundering Lightning""";"""Summons forth dangerous rapid lightning strikes.""";9;;;;"""lightning_sunder""";;;;
wizard/invoked_aoe;code\modules\spells\spell_types\wizard\invoked_aoe\thunderstrike.dm;/obj/effect/proc_holder/spell/invoked/thunderstrike;"""Thunderstrike""";"""Call a high-damage strike of lightning onto an area, followed by lesser aftershocks that ripple outwards in concentric layers.""";6;;;;"""thunderstrike""";;;"""shout""";
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\frostbite.dm;/obj/effect/proc_holder/spell/invoked/frostbite;"""Frostbite""";"""Freeze your enemy with an icy blast that does low damage, but reduces the target's Speed for a considerable length of time.""";3;;;'sound/magic/whiteflame.ogg';"""null""";;;"""shout""";
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\raise_deadite.dm;/datum/action/cooldown/spell/raise_deadite;"""Raise Deadite""";"""Infuse the target with quick acting Rot, raising them as a deadite. They will not be friendly to you.""";;6 SECONDS;30 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\silence.dm;/obj/effect/proc_holder/spell/invoked/silence;"""Silence""";"""Quiet the target's tongue. Does not work against full-fledged mages.""";3;;;;"""zizocloud""";;;"""whisper""";
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\silence.dm;/obj/effect/proc_holder/spell/invoked/silence/archivist_silence;"""Archivist's Silence""";"""Hush the voices of the disrespectful! Does not work against full-fledged mages.""";0;;;;;;;;
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\transform.dm;/obj/effect/proc_holder/spell/targeted/shapeshift/dendormole;"""Borrowed Power""";"""Greater power bestowed upon you, use it to shape into Dendor's special beest.""";;;;;"""tamebeast""";"""shapeshift""";;"""shout""";
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\transform.dm;/obj/effect/proc_holder/spell/targeted/shapeshift/mireboi;"""Crawler Form""";"""Rare power bestowed by Druids from the manic depths of Dendor's domain, used to take the form of an agile arachnoid critter.""";;;;;"""tamebeast""";"""shapeshift""";;"""shout""";
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\crush.dm;/datum/action/cooldown/spell/crush;"""Crush""";"""Compress gravitational force onto a single point, crushing the aimed body part. It is telegraphed and can be walked out of. \";;CHARGETIME_MINOR;8 SECONDS;'sound/magic/repulse.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\ensnare.dm;/datum/action/cooldown/spell/ensnare/kinesis;;"""Tendrils of gravitational force hold anyone in a small area in place for a short while.""";;;;;;;;;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\fetch.dm;/datum/action/cooldown/spell/projectile/fetch;"""Fetch""";"""Shoot out a magical bolt that draws in the target struck towards the caster.""";;CHARGETIME_MINOR;15 SECONDS;'sound/magic/magnet.ogg';;;;INVOCATION_WHISPER;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\gravity.dm;/datum/action/cooldown/spell/gravity;"""Gravity""";"""Weighten space around someone, crushing them and knocking them to the floor. Stronger opponents will resist and be off-balanced. Target can adapt to gravity for 15 seconds after being knocked down, making them stand firm against conseuctive hit.\n\n\";;CHARGETIME_MAJOR;20 SECONDS;'sound/magic/gravity.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\gravity_anchor.dm;/datum/action/cooldown/spell/gravity_anchor;"""Gravity Anchor""";"""Massively increase gravity in a 5x5 area, weighing down everyone within - including yourself. \";;CHARGETIME_MAJOR;25 SECONDS;'sound/magic/gravity.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\greater_cleaning.dm;/datum/action/cooldown/spell/greater_cleaning;"""Greater Cleaning""";"""Unleash a wave of kinetic force that scours a nearby area clean of grime and debris.""";;CHARGETIME_POKE;10 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\mass_crush.dm;/datum/action/cooldown/spell/mass_crush;"""Mass Crush""";"""Compress gravitational force over a wide area, crushing everyone within. \";;CHARGETIME_HEAVY;60 SECONDS;'sound/magic/repulse.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\mass_gravity.dm;/datum/action/cooldown/spell/mass_gravity;"""Mass Gravity""";"""Weighten space in an entire area, crushing everyone within and bringing them to the ground. \";;CHARGETIME_MAJOR;25 SECONDS;'sound/magic/gravity.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\repel.dm;/datum/action/cooldown/spell/projectile/repel;"""Repel""";"""Shoot out a magical bolt that pushes out the target struck away from the caster. Instead of repelling a target, it will throw an object in your hand if cast while in throw mode.""";;CHARGETIME_MINOR;15 SECONDS;'sound/magic/unmagnet.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\repulse.dm;/datum/action/cooldown/spell/repulse;"""Repulse""";"""Conjure forth a wave of energy, repelling anyone around you.\";;CHARGETIME_POKE;25 SECONDS;'sound/magic/repulse.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\soulshot.dm;/datum/action/cooldown/spell/projectile/soulshot;"""Soulshot""";"""Fire a devastating beam of kinetic force that pierces through up to 4 targets. Stopped by solid objects. \";;CHARGETIME_MAJOR;8 SECONDS;'sound/magic/soulshot.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\soulshot.dm;/datum/action/cooldown/spell/projectile/soulshot/lesser;"""Lesser Soulshot""";"""Fire a devastating beam of kinetic force that pierces through up to 2 targets. Stopped by solid objects. \";;;;;;;;;
wizard/learnspell.dm;code\modules\spells\spell_types\wizard\learnspell.dm;/datum/action/cooldown/spell/learnspell;"""Attempt to learn a new spell""";"""Weave a new spell""";;;1 SECONDS;;;;;;
wizard/legacy_spells_unused;code\modules\spells\spell_types\wizard\legacy_spells_unused\acid_splash.dm;/obj/effect/proc_holder/spell/invoked/projectile/acidsplash;"""Acid Splash""";"""A slow-moving glob of acid that sprays over an area upon impact.""";3;;;list('sound/magic/whiteflame.ogg');"""acid_splash""";;;"""shout""";
wizard/legacy_spells_unused;code\modules\spells\spell_types\wizard\legacy_spells_unused\arcyne_strike.dm;/obj/effect/proc_holder/spell/invoked/projectile/arcynestrike;"""Arcyne Smite""";"""Imbue your held weapon with latent arcyne energy before striking the ignorant!""";3;;;;"""conjure_weapon""";;;"""shout""";
wizard/legacy_spells_unused;code\modules\spells\spell_types\wizard\legacy_spells_unused\invisibility.dm;/obj/effect/proc_holder/spell/invoked/invisibility;"""Invisibility""";"""Make another (or yourself) invisible for some time. Duration scales with intelligence. Casting, attacking or being attacked will cancel the duration.""";3;;;'sound/misc/area.ogg';"""invisibility""";;;"""none""";
wizard/misc;code\modules\spells\spell_types\wizard\misc\blink.dm;/datum/action/cooldown/spell/blink;"""Blink""";"""Teleport to a targeted location within your field of view. Limited to a range of 5 tiles. Only works on the same plane as the caster.""";;CHARGETIME_POKE;24 SECONDS;'sound/magic/blink.ogg';;;;INVOCATION_SHOUT;
wizard/misc;code\modules\spells\spell_types\wizard\misc\fly.dm;/datum/action/cooldown/spell/fly;"""Fly""";"""Levitate yourself or another off the ground, granting flight over dangerous terrain and the ability to travel between floors freely.\nAny hit, attack, or spell cast will shatter concentration and drop the flyer immediately.""";;10 SECONDS;5 MINUTES;'sound/magic/haste.ogg';;;;INVOCATION_SHOUT;
wizard/misc;code\modules\spells\spell_types\wizard\misc\fly.dm;/datum/action/cooldown/spell/fly_down;"""Fly Down""";;;;3 SECONDS;;;;;;
wizard/misc;code\modules\spells\spell_types\wizard\misc\fly.dm;/datum/action/cooldown/spell/fly_up;"""Fly Up""";;;;3 SECONDS;;;;;;
wizard/misc;code\modules\spells\spell_types\wizard\misc\heir_spelllearn.dm;/obj/effect/proc_holder/spell/self/heir_spell_bundle;"""Recall Spells""";"""Allows you to recall a small set of Utility, Offense, or Support spells.""";;;;;;;;;
wizard/misc;code\modules\spells\spell_types\wizard\misc\lesser_knock.dm;/datum/action/cooldown/spell/lesser_knock;"""Lesser Knock""";"""A simple spell used to focus the arcyne into an instrument for lockpicking. Can be dispelled by using it on anything that isn't a locked/unlocked door.""";;;5 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/misc;code\modules\spells\spell_types\wizard\misc\magicians_brick.dm;/datum/action/cooldown/spell/magicians_brick;"""Magician's Brick""";"""Conjure a magical brick in your hand. Its power scale up to your Intelligence\n\";;;5 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/misc;code\modules\spells\spell_types\wizard\misc\phase.dm;/datum/action/cooldown/spell/phase;"""Phase""";"""Slip your body partly out of the world, becoming hazy and ethereal. For a short time you move faster and pass straight through other beings. The effect is stronger in lighter armor.""";;CHARGETIME_POKE;45 SECONDS;'sound/magic/blink.ogg';;;;INVOCATION_SHOUT;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\air_blade.dm;/obj/effect/proc_holder/spell/invoked/projectile/airblade;"""Air Blade""";"""Slash the air with your weapon, forming an arcyne blade in the air that can strike enemies at range. Adds a stack of <b>Arcane Mark</b> to the target. \n\";3;;;list('sound/combat/wooshes/bladed/wooshsmall (1).ogg');"""air_blade""";;;"""shout""";
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\basic_offensive.dm;/datum/action/cooldown/spell/projectile/basic_offensive;"""Basic Offensive Magic""";"""Fundamental attack magyck. Used for centuries. Toggle firing mode (Shift+G) while the spell is active: \";;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\blood_lightning.dm;/datum/action/cooldown/spell/projectile/blood_bolt;"""Blood Bolt""";"""Emit a bolt of lightning that burns a target harshly, preventing them from attacking and slowing them down for 8 seconds. Applies lightning adaptation - the non-burn effects cannot be reapplied within 15 seconds.""";;2.5 SECONDS;15 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\blood_steal.dm;/obj/effect/proc_holder/spell/invoked/projectile/bloodsteal;"""Blood Steal""";"""Steal anothers blood for your own collection.""";3;;;'sound/magic/vlightning.ogg';"""bloodsteal""";;;"""shout""";
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\greater_arcyne_bolt.dm;/datum/action/cooldown/spell/projectile/greater_arcyne_bolt;"""Greater Arcyne Bolt""";"""Fire a concentrated bolt of arcyne energy at a single target. \";;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\lesser_fetch.dm;/datum/action/cooldown/spell/projectile/lesser_fetch;"""Lesser Fetch""";"""Shoot out a magical bolt that draws in a freestanding item towards the caster. Doesn't work on living targets.""";;;8 SECONDS;'sound/magic/magnet.ogg';;;;INVOCATION_WHISPER;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\lesser_repel.dm;/datum/action/cooldown/spell/projectile/lesser_repel;"""Lesser Repel""";"""Shoot out a magical bolt that pushes away a freestanding item from the caster. Doesn't work on large or living targets. Instead of repelling a target, it will throw an object in your hand if cast while in throw mode.""";;;15 SECONDS;'sound/magic/unmagnet.ogg';;;;INVOCATION_WHISPER;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\waterbolt.dm;/datum/action/cooldown/spell/projectile/waterbolt;"""Water Bolt""";"""Shoot out a magical bolt of water that extinguishes fires from a distance.""";;;8 SECONDS;'sound/foley/water_land1.ogg';;;;INVOCATION_WHISPER;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\fire_blast.dm;/datum/action/cooldown/spell/fire_blast;"""Fire Blast""";"""Channel a blast of flame in a 4-tile line toward your target, repelling those struck back 2 paces and leaving the ground ablaze. \";;1 SECONDS;10 SECONDS;'sound/misc/explode/incendiary (1).ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\fire_curtain.dm;/datum/action/cooldown/spell/fire_curtain;"""Fire Curtain""";"""Conjure a 5x2 curtain of flame at a target location, perpendicular to your facing. \";;1 SECONDS;25 SECONDS;'sound/magic/fireball.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\fireball.dm;/datum/action/cooldown/spell/projectile/fireball;"""Fireball""";"""Shoot out a ball of fire that explodes on impact, scorching and slowing nearby targets. \";;CHARGETIME_MAJOR;16 SECONDS;'sound/magic/fireball.ogg';;;;INVOCATION_SHOUT;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\fireball_artillery.dm;/datum/action/cooldown/spell/projectile/fireball/artillery;"""Artillery Fireball""";"""An artillery fireball that destroys structures with ease and creates a large impact of smoke and flame. \";;CHARGETIME_HEAVY;16 SECONDS;;;;;;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\fireball_greater.dm;/datum/action/cooldown/spell/projectile/fireball/greater;"""Greater Fireball""";"""Shoot out an immense ball of fire that explodes on impact, scorching and slowing all nearby targets in a wide radius. \";;;22 SECONDS;;;;;;
wizard/pyromancy;code\modules\spells\spell_types\wizard\pyromancy\spitfire.dm;/datum/action/cooldown/spell/projectile/spitfire;"""Spitfire""";"""Shoot out a low-powered ball of fire that ignites a target with a small amount of fire on impact. \";;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\arcyne_barrage.dm;/datum/action/cooldown/spell/projectile/arcyne_barrage;"""Arcyne Barrage""";"""The Ultimate Reason of a Telomancer - barrage a direction with pulses of piercing, ricocheting arcyne bolts for ten seconds. The bolts can pierce up to five targets. \";;CHARGETIME_HEAVY;90 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_NONE;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\arcyne_salvo.dm;/datum/action/cooldown/spell/projectile/arcyne_salvo;"""Arcyne Salvo""";"""Loose three heavy arcyne bolts in a wide spread toward a single target. Each bolt strikes hard on its own, and if all three converge on the same foe the payoff is devastating. \";;CHARGETIME_POKE;12 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\energetic_blast.dm;/datum/action/cooldown/spell/energetic_blast;"""Energetic Blast""";"""Channel a wave of raw arcyne energy in a 4-tile line in front of you, striking foes for blunt damage and hurling them back 3 paces. \";;1 SECONDS;10 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/telomancy;code\modules\spells\spell_types\wizard\telomancy\seeker_volley.dm;/datum/action/cooldown/spell/projectile/seeker_volley;"""Seeker Volley""";"""Lock onto a single target and loose a flight of slow arcyne orbs that pursue them relentlessly. \";;CHARGETIME_POKE;12 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\create_campfire.dm;/datum/action/cooldown/spell/create_campfire;"""Create Campfire""";"""Creates a magical campfire to cook on. 3 tiles range. Lasts for 10 minutes.""";;3 SECONDS;60 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\great_shelter.dm;/datum/action/cooldown/spell/great_shelter;"""Great Shelter""";"""Conjure a cramped but functional shelter from arcyne force.\n\";;5 SECONDS;5 MINUTES;'sound/spellbooks/crystal.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\light.dm;/datum/action/cooldown/spell/light;"""Light""";"""Summons a condensed orb of light.""";;0.5 SECONDS;30 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mending.dm;/datum/action/cooldown/spell/mending;"""Mending""";"""Uses arcyne energy to mend an item, prosthetic or artificial being. Effect of repair scales off of your Intelligence.""";;;20 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mending.dm;/datum/action/cooldown/spell/mending/lesser;"""Lesser Mending""";;;;30 SECONDS;;;;;;
wizard/utility;code\modules\spells\spell_types\wizard\utility\message.dm;/datum/action/cooldown/spell/message;"""Message""";"""Latch onto the mind of one who is familiar to you, whispering a message or sending an intuitive projection into their head.""";;1 SECONDS;60 SECONDS;'sound/magic/message.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mindlink.dm;/datum/action/cooldown/spell/mindlink;"""Mindlink""";"""Establish a telepathic link with an ally for three minutes. Use ,Y before a message to communicate telepathically.""";;2 SECONDS;3 MINUTES;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\mirror_transform.dm;/datum/action/cooldown/spell/mirror_transform;"""Mirror Transform""";"""Temporarily grants you the ability to use mirrors to change your appearance.""";;1 SECONDS;300 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/utility;code\modules\spells\spell_types\wizard\utility\prestidigitation.dm;/datum/action/cooldown/spell/touch/prestidigitation;"""Prestidigitation""";"""A few basic tricks many apprentices use to practice basic manipulation of the arcyne. Except for light, cooldown is decreased by 10% per point of Int above 10 up to 50%. Includes the following modes:\n \";;;;;;;;;
wizard/utility;code\modules\spells\spell_types\wizard\utility\rune_ward.dm;/datum/action/cooldown/spell/touch/rune_ward;"""Rune Ward""";"""Channel arcyne energy through ash to inscribe protective runes upon the ground. The runes trigger when trespassers cross them - but can be circumvented by jumping or flying over them. Includes the following modes:\n \";;;30 SECONDS;;;;;;
wizard/utility;code\modules\spells\spell_types\wizard\utility\summon_weapon.dm;/obj/effect/proc_holder/spell/targeted/summonweapon;"""Summon Weapon""";"""Summon an imbued weapon.""";1;;;;;"""summons""";;"""whisper""";
wizard/utility;code\modules\spells\spell_types\wizard\utility\woundclosure.dm;/obj/effect/proc_holder/spell/invoked/wound_closure;"""Wound Closure""";"""Heals all wounds on a targeted limb.""";;;;'sound/magic/woundheal_crunch.ogg';"""heal""";"""heal""";;"""none""";
