scope;file;datum_path;name;desc;cost;point_cost;spell_tier;primary_resource_cost;charge_time;cooldown_time;sound;overlay_state;action_icon_state;spell_type;invocation_type;antimagic_flags
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\forcewall.dm;/datum/action/cooldown/spell/forcewall;"""Forcewall""";"""Conjure a 5x1 wall of arcyne force in front of you, preventing anyone and anything from moving through it.\n\";;1;2;SPELLCOST_MINOR_AOE;1 SECONDS;30 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;/datum/action/cooldown/spell/conjure_recall;"""Recall Servants""";"""Wrench every conjured servant through the leyline to your side, wherever they have strayed - even across floors or a piloted body's leash.""";;0;3;SPELLCOST_CONJURE;;30 SECONDS;'sound/magic/magnet.ogg';;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;/datum/action/cooldown/spell/minion_mark;"""Conjurer's Mark""";"""Cast on someone to mark them friendly to your conjured servants, or strip an existing mark.""";;0;3;;;1 SECONDS;null;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\minion_order.dm;/datum/action/cooldown/spell/minion_order/conjurer;"""Order Servants""";"""Issue commands to your conjured servants - primordials, champions, and the like - within 12 tiles.<br>\";;;;;;;;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\spirit_projection.dm;/datum/action/cooldown/spell/conjure_projection;"""Spirit Projection""";"""Cast your spirit into one of your conjured servants and control it directly, leaving your true body behind. A line links your body to the vessel. If the vessel strays too far, changes Z level, your abandoned body is struck, or the vessel is slain, your spirit is torn home at once. Use Return to Body to withdraw.""";;6;3;SPELLCOST_CONJURE;;30 SECONDS;'sound/magic/soulsteal.ogg';;;;INVOCATION_SHOUT;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\spirit_projection.dm;/datum/action/cooldown/spell/spirit_return;"""Return to Body""";"""Withdraw your projected spirit and awaken once more in your own flesh.""";;0;3;;;0;null;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\summon_champion.dm;/datum/action/cooldown/spell/conjure_summon/champion;"""Summon Champion""";"""Call forth a bound humanoid champion to fight at your side. Toggle its loadout with Shift+G while the spell is selected: Sword & Shield, Bow, Crossbow, Greatsword, Greataxe, Axe & Shield, Flail & Shield, Great Flail, Spear, or Greatmace. \";;;;;;;;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\summon_champion.dm;/datum/action/cooldown/spell/conjure_summon/doppelsoldner;"""Conjure Doppel Soldner""";"""Call forth a pair of bound spirits in the guise of Zenitstadt guild fencers, plumed berets and all. Two soldners for the pay of one - lightly armed, lightly drilled, and entirely expendable. Toggle their arms with Shift+G: Spear, Sword & Buckler, or Crossbow.""";;;;;;;;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\summon_horde.dm;/datum/action/cooldown/spell/conjure_summon/hordes;"""Summon Horde""";"""Call forth a coven of three phantasmal gnomes to swarm your foes. Toggle their loadout with Shift+G: Twinblades, Legionnaires, Slingers, Bowmen, Spears, or Flails. Each one killed gives a partial recoil, but nowhere as much as a champion. Recast to reinforce the pack up to three, or replace it once full.""";;;;;;;;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\summon_horde.dm;/datum/action/cooldown/spell/conjure_summon/peasant_swarm;"""Conjure Levy""";"""Call forth a levy of three bound peasants, armed with the improvised tools of the field. Toggle their arms with Shift+G: Maciejowski, Bogbark Club, Militia Spear, Militia Scythe, Militia Flail, or Militia War Axe. Each one killed gives a partial recoil.""";;;;;;;;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\summon_rogue.dm;/datum/action/cooldown/spell/conjure_summon/attacker;"""Summon Rogue""";"""Call forth a swift, lightly-armored rogue. Toggle its loadout with Shift+G: Twin Sabres, Twin Rapiers, Twin Axes, Twin Daggers, Twin Hammers, or Twin Whips.  \";;;;;;;;;;;;
wizard/conjure;code\modules\spells\spell_types\wizard\conjure\transcribe.dm;/datum/action/cooldown/spell/transcribe;"""Transcribe""";"""Conjure a parchment and a magical quill to write for you. \n\";;1;1;SPELLCOST_CANTRIP;0.5 SECONDS;30 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\chill_food.dm;/datum/action/cooldown/spell/chill_food;"""Chill Food""";"""Chill a piece of food with a touch of frost without affecting its quality, extending its freshness by a half of a dae (15 MINUTES OOC). \";;1;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;30 SECONDS;'sound/spellbooks/crystal.ogg';;;;INVOCATION_SHOUT;
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\fridigitation.dm;/datum/action/cooldown/spell/fridigitation;"""Fridigitation""";"""An advanced version of Chill Food.\n\";;2;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;30 SECONDS;'sound/misc/bamf.ogg';;;;INVOCATION_SHOUT;
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\frost_shards.dm;/datum/action/cooldown/spell/projectile/frost_bolt;"""Frost Shards""";"""Loose a concentrated spray of frozen shards. The shards lose damage and efffects past 4 paces . \";;3;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;6 SECONDS;'sound/spellbooks/icicle.ogg';;;;INVOCATION_SHOUT;
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\frozen_mist.dm;/datum/action/cooldown/spell/frozen_mist;"""Frozen Mist""";"""Conjure a persistent cloud of freezing mist over a large area. \";;;;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;60 SECONDS;'sound/spellbooks/crystal.ogg';;;;INVOCATION_SHOUT;
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\ice_wall.dm;/datum/action/cooldown/spell/forcewall/ice;"""Ice Wall""";"""Conjure a 5x1 wall of solid ice, blocking anyone and anything from shooting or moving through it. \";;;;;;;'sound/spellbooks/crystal.ogg';;;;;
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\rimecast.dm;/datum/action/cooldown/spell/projectile/rimecast;"""Rimecast""";"""Conjure ice and hurl it in one of two forms. Lance drives a single spear straight ahead, punching through up to three foes in a line, leaving two stacks of frost on each. \";;6;3;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MAJOR;16 SECONDS;'sound/spellbooks/icicle.ogg';;;;INVOCATION_SHOUT;
wizard/cryomancy;code\modules\spells\spell_types\wizard\cryomancy\verglas.dm;/datum/action/cooldown/spell/verglas;"""Verglas""";"""Lay a 7x7 patch of treacherous ice; anyone who steps onto it slides in the direction they were moving until they run off. \";;3;2;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;20 SECONDS;'sound/spellbooks/crystal.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\arcyne_lance.dm;/datum/action/cooldown/spell/projectile/arcyne_lance;"""Arcyne Lance""";"""Hurl a spectral arcyne lance that pierces through up to 3 targets without losing momentum. \";;3;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/scrapeblade.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\bind_armament.dm;/datum/action/cooldown/spell/bind_armament;"""Bind Armament""";"""Bind a weapon, changing its skills to Arcyne Armament instead of its original skill. Once it is unbound, it returns to the original skill. Cast with an empty hand to release the bond. If another takes up the weapon, the bond snaps.""";;2;1;SPELLCOST_CANTRIP;CHARGETIME_MINOR;3 SECONDS;'sound/magic/charged.ogg';;;;INVOCATION_WHISPER;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\blade_dance.dm;/datum/action/cooldown/spell/blade_dance;"""Blade Dance""";"""Wreathe yourself in a whirling storm of arcyne blades that moves with you, slashing everything in the tiles around you.\n\n\";;;;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;60 SECONDS;'sound/magic/scrapeblade.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\blade_form_spells.dm;/datum/action/cooldown/spell/form_blade;"""Form Blade""";"""Conjure an arcyne weapon shaped by your will and mana alone. Cycle the form with Shift+G. Only one conjured form may exist at a time.""";;;1;SPELLCOST_FORM_BLADE;CHARGETIME_POKE;5 SECONDS;'sound/combat/weaponr1.ogg';;;;INVOCATION_SHOUT;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike;;;;;2;SPELLCOST_MINOR_AOE;;15 SECONDS;'sound/magic/scrapeblade.ogg';;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike/falling_crescent;"""Falling Crescent""";"""Wind up a greatsword's edge, then sweep a wide arc across the tiles in front of you, cleaving everything in reach right to left. You are slowed and left wide open as you wind it up, but once begun it cannot be stopped - only stepped clear of. This strike can be defended against, but not parried or dodged.\n\n\";;;;;;;;;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike/heavens_hammer;"""Heaven's Hammer""";"""Heave a conjured maul overhead, then bring it crashing down on the ground before you, leaving any struck reeling and vulnerable. This strike can be defended against, but not parried or dodged.\n\n\";;;;;;;;;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;/datum/action/cooldown/spell/ferramancy_strike/sorcerers_lance;"""Sorcerer's Lance""";"""Wind up a couched lance, then drive it forward in a straight line, skewering everything up to five tiles ahead. You are slowed and left wide open as you wind it up, but once begun it cannot be stopped - only stepped clear of. This strike can be defended against, but not parried or dodged.\n\n\";;;;;;;;;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\form_hammer.dm;/datum/action/cooldown/spell/form_blade/form_hammer;"""Form Hammer""";"""Shape raw mana into a massive arcyne maul, the Grôzehamer. Only one conjured form may exist at a time.""";;;;;;;;;;;;
wizard/ferramancy;code\modules\spells\spell_types\wizard\ferramancy\stygian_efflorescence.dm;/datum/action/cooldown/spell/projectile/stygian_efflorescence;"""Stygian Efflorescence""";"""Charge up, then loose a volley of five sharpened obsidian shards in a wide spread, blasting out in the direction you face. The first shard can cause a critical wound, but shards on the same target deal greatly reduced damage (8 damage) and cannot crit. Projectile effectiveness decreases after 5 tiles.""";;3;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MINOR;20 SECONDS;'sound/magic/scrapeblade.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\arc_bolt.dm;/datum/action/cooldown/spell/projectile/arc_bolt;"""Arc Bolt""";"""Fire a precise jolt of lightning that sears a target's struck body part with heavy burn. \";;;;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;6.5 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\bolt_of_lightning.dm;/datum/action/cooldown/spell/projectile/lightning_bolt;"""Bolt of Lightning""";"""Emit a bolt of lightning that burns a target, slowing them down and impairing their accuracy for 6 seconds. \";;;;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MAJOR;15 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\fulmination.dm;/datum/action/cooldown/spell/fulmination;"""Fulmination""";"""Cast down storm on your enemy. Toggle firing mode (Shift+G):\n\";;;3;SPELLCOST_MAJOR_AOE;CHARGETIME_MINOR;12 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\greater_thunderstrike.dm;/datum/action/cooldown/spell/greater_thunderstrike;"""Greater Thunderstrike""";"""PLACEHOLDER MASTERY SPELL - may be replaced later.\n\n\";;;;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;60 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/fulgurmancy;code\modules\spells\spell_types\wizard\fulgurmancy\levinstroke.dm;/datum/action/cooldown/spell/levinstroke;"""Levinstroke""";"""Transform yourself briefly into a bolt of lightning toward a target location, inflicting 60 burn damage to any living things in your path.""";;;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MINOR;30 SECONDS;'sound/magic/lightning.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\geas.dm;/datum/action/cooldown/spell/geas;"""Geas""";"""Lay a geas upon a small patch of ground - roots of stone and arcyne force bind anyone caught there fast for 3 seconds. Can hit yourself.""";;;;SPELLCOST_MAJOR_AOE;1 SECONDS;25 SECONDS;'sound/magic/webspin.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\gravel_blast.dm;/datum/action/cooldown/spell/projectile/gravel_blast;"""Gravel Blast""";"""Spray a volley of stones at a target. Stones ricochet off walls. Subsequent hits on the same target deal reduced damage. \";;;;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;6 SECONDS;'sound/combat/hits/onstone/wallhit.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\gravel_blast.dm;/datum/action/cooldown/spell/projectile/gravel_blast/lesser;"""Lesser Gravel Blast""";"""Spray a trio of stones at a target. Stones ricochet off walls. Subsequent hits on the same target deal reduced damage. \";;0;0;;;;;;;;;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\magicians_rock.dm;/datum/action/cooldown/spell/magicians_rock;"""Magician's Rock""";"""Tear a boulder from the earth itself and materialize it at your feet.""";;1;1;SPELLCOST_CANTRIP;;2 MINUTES;'sound/items/stonestone.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\magicians_stone.dm;/datum/action/cooldown/spell/magicians_stone;"""Magician's Stone""";"""Tear several stones from the earth itself and materialize them at your feet.""";;1;1;SPELLCOST_CANTRIP;;2 MINUTES;'sound/items/stonestone.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\menhir.dm;/datum/action/cooldown/spell/menhir;"""Menhir""";"""Hurl a massive boulder that shatters into stone fragments and deals double damage to structures.\n\";;;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MAJOR;15 SECONDS;'sound/combat/hits/onstone/stonedeath.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\meteor_storm.dm;/datum/action/cooldown/spell/meteor_strike;"""Meteor Storm""";"""Call down a devastating barrage of nine boulders onto a wide area. \";;;;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;75 SECONDS;'sound/magic/meteorstorm.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\meteor_strike.dm;/datum/action/cooldown/spell/grenzel_meteor;"""Meteor Strike""";"""Call down a single massive meteor on a location after a short delay. It obliterates structures across a 5x5 area and caves in the skull of anyone caught beneath it.""";;;;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;60 SECONDS;'sound/magic/meteorstorm.ogg';;;;INVOCATION_SHOUT;
wizard/geomancy;code\modules\spells\spell_types\wizard\geomancy\tumult.dm;/datum/action/cooldown/spell/tumult;"""Tumult""";"""Erupts stone from the ground, or become one yourself and bowls through your foes! switch mode with Shift-G.\n\";;;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MINOR;10 SECONDS;'sound/combat/hits/onstone/stonedeath.ogg';;;;INVOCATION_SHOUT;
wizard/hex;code\modules\spells\spell_types\wizard\hex\wither.dm;/datum/action/cooldown/spell/wither;"""Wither""";"""Lash out a delayed line of dark magic, sapping the physical prowess of all in its path.\n\";;;2;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;20 SECONDS;'sound/magic/shadowstep_destination.ogg';;;;INVOCATION_SHOUT;
wizard/illusion;code\modules\spells\spell_types\wizard\illusion\invisibility.dm;/datum/action/cooldown/spell/invisibility;"""Invisibility""";"""Make another (or yourself) invisible for some time. Duration scales with intelligence. Casting, attacking or being attacked will cancel the duration.""";;3;1;30;CHARGETIME_MINOR;30 SECONDS;null;;;;INVOCATION_NONE;
wizard/invoked_aoe;code\modules\spells\spell_types\wizard\invoked_aoe\knock.dm;/obj/effect/proc_holder/spell/invoked/knock;"""Knock""";"""Force open adjacent doors, windows and most containers.""";3;;4;;;;;;;;"""shout""";
wizard/invoked_aoe;code\modules\spells\spell_types\wizard\invoked_aoe\repulse.dm;/obj/effect/proc_holder/spell/invoked/repulse;"""Repulse""";"""Conjure forth a wave of energy, repelling anyone around you.""";3;;2;;;;;"""repulse""";;;"""shout""";
wizard/invoked_aoe;code\modules\spells\spell_types\wizard\invoked_aoe\sundering_lightning.dm;/obj/effect/proc_holder/spell/invoked/sundering_lightning;"""Sundering Lightning""";"""Summons forth dangerous rapid lightning strikes.""";9;;4;;;;;"""lightning_sunder""";;;;
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\frostbite.dm;/obj/effect/proc_holder/spell/invoked/frostbite;"""Frostbite""";"""Freeze your enemy with an icy blast that does low damage, but reduces the target's Speed for a considerable length of time.""";3;;2;;;;'sound/magic/whiteflame.ogg';"""null""";;;"""shout""";
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\raise_deadite.dm;/datum/action/cooldown/spell/raise_deadite;"""Raise Deadite""";"""Infuse the target with quick acting Rot, raising them as a deadite. They will not be friendly to you.""";;3;2;SPELLCOST_MAJOR_SUMMON;5 SECONDS;20 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\silence.dm;/obj/effect/proc_holder/spell/invoked/silence;"""Silence""";"""Quiet the target's tongue. Does not work against full-fledged mages.""";3;;1;;;;;"""zizocloud""";;;"""whisper""";
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\silence.dm;/obj/effect/proc_holder/spell/invoked/silence/archivist_silence;"""Archivist's Silence""";"""Hush the voices of the disrespectful! Does not work against full-fledged mages.""";0;;;;;;;;;;;
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\transform.dm;/obj/effect/proc_holder/spell/targeted/shapeshift/dendormole;"""Borrowed Power""";"""Greater power bestowed upon you, use it to shape into Dendor's special beest.""";;;;;;;;"""tamebeast""";"""shapeshift""";;"""shout""";
wizard/invoked_single_target;code\modules\spells\spell_types\wizard\invoked_single_target\transform.dm;/obj/effect/proc_holder/spell/targeted/shapeshift/mireboi;"""Crawler Form""";"""Rare power bestowed by Druids from the manic depths of Dendor's domain, used to take the form of an agile arachnoid critter.""";;;;;;;;"""tamebeast""";"""shapeshift""";;"""shout""";
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\crush.dm;/datum/action/cooldown/spell/crush;"""Crush""";"""Compress gravitational force onto a single point, crushing the aimed body part. It is telegraphed and can be walked out of. \";;;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MINOR;8 SECONDS;'sound/magic/repulse.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\gravity.dm;/datum/action/cooldown/spell/gravity;"""Gravity""";"""Weighten space around someone, crushing them and knocking them to the floor. Stronger opponents will resist and be off-balanced. Target can adapt to gravity for 15 seconds after being knocked down, making them stand firm against conseuctive hit.\n\n\";;;2;SPELLCOST_SINGLE_CC;CHARGETIME_MAJOR;20 SECONDS;'sound/magic/gravity.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\greater_cleaning.dm;/datum/action/cooldown/spell/greater_cleaning;"""Greater Cleaning""";"""Unleash a wave of kinetic force that scours a nearby area clean of grime and debris.""";;1;1;SPELLCOST_CANTRIP;CHARGETIME_POKE;10 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\kinetic_burst.dm;/datum/action/cooldown/spell/telegraphed_strike/kinetic_burst;"""Kinetic Burst""";"""Wind up raw arcyne force in a 5x5 area around yourself, then detonate it - hurling everyone caught back, hurting them and leaving them Vulnerable for a moment. \";;;2;SPELLCOST_MAJOR_AOE;;30 SECONDS;'sound/magic/repulse.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\mass_crush.dm;/datum/action/cooldown/spell/mass_crush;"""Mass Crush""";"""Compress gravitational force over a wide area, crushing everyone within. \";;;;SPELLCOST_ULTIMATE;CHARGETIME_HEAVY;60 SECONDS;'sound/magic/repulse.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\mass_gravity.dm;/datum/action/cooldown/spell/mass_gravity;"""Mass Gravity""";"""Weighten space in an entire area, crushing everyone within and bringing them to the ground. \";;;;SPELLCOST_MAJOR_AOE;CHARGETIME_MAJOR;25 SECONDS;'sound/magic/gravity.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\repulse.dm;/datum/action/cooldown/spell/repulse;"""Repulse""";"""Conjure forth a wave of energy, repelling anyone around you.\";;3;2;SPELLCOST_MAJOR_AOE;CHARGETIME_POKE;25 SECONDS;'sound/magic/repulse.ogg';;;;INVOCATION_SHOUT;
wizard/kinesis;code\modules\spells\spell_types\wizard\kinesis\soulshot.dm;/datum/action/cooldown/spell/projectile/soulshot;"""Soulshot""";"""Fire a devastating beam of kinetic force that pierces through up to 4 targets. Stopped by solid objects. \";;3;2;SPELLCOST_MAJOR_PROJECTILE;CHARGETIME_MAJOR;12 SECONDS;'sound/magic/soulshot.ogg';;;;INVOCATION_SHOUT;
wizard/learnspell.dm;code\modules\spells\spell_types\wizard\learnspell.dm;/datum/action/cooldown/spell/learnspell;"""Attempt to learn a new spell""";"""Weave a new spell""";;;;;;1 SECONDS;;;;;;
wizard/legacy_spells_unused;code\modules\spells\spell_types\wizard\legacy_spells_unused\acid_splash.dm;/obj/effect/proc_holder/spell/invoked/projectile/acidsplash;"""Acid Splash""";"""A slow-moving glob of acid that sprays over an area upon impact.""";3;;2;;;;list('sound/magic/whiteflame.ogg');"""acid_splash""";;;"""shout""";
wizard/legacy_spells_unused;code\modules\spells\spell_types\wizard\legacy_spells_unused\arcyne_strike.dm;/obj/effect/proc_holder/spell/invoked/projectile/arcynestrike;"""Arcyne Smite""";"""Imbue your held weapon with latent arcyne energy before striking the ignorant!""";3;;2;;;;;"""conjure_weapon""";;;"""shout""";
wizard/legacy_spells_unused;code\modules\spells\spell_types\wizard\legacy_spells_unused\invisibility.dm;/obj/effect/proc_holder/spell/invoked/invisibility;"""Invisibility""";"""Make another (or yourself) invisible for some time. Duration scales with intelligence. Casting, attacking or being attacked will cancel the duration.""";3;;1;;;;'sound/misc/area.ogg';"""invisibility""";;;"""none""";
wizard/misc;code\modules\spells\spell_types\wizard\misc\aetherknife.dm;/datum/action/cooldown/spell/aetherknife;"""Aetherknife""";"""Congeal magickal energies into a blade which gains a bonus to power based on INT.\n\";;2;2;SPELLCOST_MINOR_PROJECTILE;;5 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/misc;code\modules\spells\spell_types\wizard\misc\blink.dm;/datum/action/cooldown/spell/blink;"""Blink""";"""Teleport to a targeted location within your field of view. Limited to a range of 5 tiles. Only works on the same plane as the caster.""";;3;2;SPELLCOST_TELEPORT;CHARGETIME_POKE;24 SECONDS;'sound/magic/blink.ogg';;;;INVOCATION_SHOUT;
wizard/misc;code\modules\spells\spell_types\wizard\misc\fly.dm;/datum/action/cooldown/spell/fly;"""Fly""";"""Levitate yourself or another off the ground, granting flight over dangerous terrain and the ability to travel between floors freely.\nAny hit, attack, or spell cast will shatter concentration and drop the flyer immediately.""";;4;2;SPELLCOST_UTILITY_BUFF;10 SECONDS;5 MINUTES;'sound/magic/haste.ogg';;;;INVOCATION_SHOUT;
wizard/misc;code\modules\spells\spell_types\wizard\misc\fly.dm;/datum/action/cooldown/spell/fly_down;"""Fly Down""";;;;;;;3 SECONDS;;;;;;
wizard/misc;code\modules\spells\spell_types\wizard\misc\fly.dm;/datum/action/cooldown/spell/fly_up;"""Fly Up""";;;;;;;3 SECONDS;;;;;;
wizard/misc;code\modules\spells\spell_types\wizard\misc\heir_spelllearn.dm;/obj/effect/proc_holder/spell/self/heir_spell_bundle;"""Recall Spells""";"""Allows you to recall a small set of Utility, Offense, or Support spells.""";;;;;;;;;;;;
wizard/misc;code\modules\spells\spell_types\wizard\misc\lesser_knock.dm;/datum/action/cooldown/spell/lesser_knock;"""Lesser Knock""";"""A simple spell used to focus the arcyne into an instrument for lockpicking. Can be dispelled by using it on anything that isn't a locked/unlocked door.""";;2;1;SPELLCOST_CANTRIP;;5 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/misc;code\modules\spells\spell_types\wizard\misc\levitation.dm;/datum/action/cooldown/spell/levitation;"""Levitation""";"""Casting this spell allows you to float whimsically (a small amount in the air). Gravity sadly will still effect you, but your footsteps will be silent (You will also be off balanced for the duration that you float).""";;1;1;SPELLCOST_CANTRIP;1 SECONDS;5 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_WHISPER;
wizard/misc;code\modules\spells\spell_types\wizard\misc\magicians_brick.dm;/datum/action/cooldown/spell/magicians_brick;"""Magician's Brick""";"""Conjure a magical brick in your hand. Its power scale up to your Intelligence\n\";;2;2;SPELLCOST_MINOR_PROJECTILE;;5 SECONDS;'sound/magic/whiteflame.ogg';;;;INVOCATION_SHOUT;
wizard/misc;code\modules\spells\spell_types\wizard\misc\phase.dm;/datum/action/cooldown/spell/phase;"""Phase""";"""Slip your body partly out of the world, becoming hazy and ethereal. For a short time you move faster and pass straight through other beings. The effect is stronger in lighter armor.""";;3;2;SPELLCOST_STAT_BUFF;CHARGETIME_POKE;45 SECONDS;'sound/magic/blink.ogg';;;;INVOCATION_SHOUT;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\air_blade.dm;/obj/effect/proc_holder/spell/invoked/projectile/airblade;"""Air Blade""";"""Slash the air with your weapon, forming an arcyne blade in the air that can strike enemies at range. Adds a stack of <b>Arcane Mark</b> to the target. \n\";3;;2;;;;list('sound/combat/wooshes/bladed/wooshsmall (1).ogg');"""air_blade""";;;"""shout""";
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\basic_offensive.dm;/datum/action/cooldown/spell/projectile/basic_offensive;"""Basic Offensive Magic""";"""Fundamental attack magyck. Used for centuries. Toggle firing mode (Shift+G) while the spell is active: \";;3;2;SPELLCOST_MINOR_PROJECTILE;CHARGETIME_POKE;5.5 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
wizard/projectiles_single;code\modules\spells\spell_types\wizard\projectiles_single\blood_lightning.dm;/datum/action/cooldown/spell/projectile/blood_bolt;"""Blood Bolt""";"""Emit a bolt of lightning that burns a target harshly, preventing them from attacking and slowing them down for 8 seconds. Applies lightning adaptation - the non-burn effects cannot be reapplied within 15 seconds.""";;6;2;SPELLCOST_MAJOR_PROJECTILE;2.5 SECONDS;15 SECONDS;'sound/magic/vlightning.ogg';;;;INVOCATION_SHOUT;
